index,sex,area,effective_sample_size,data_type,value,standard_error,age_start,age_end,year_start,year_end
357,female,Netherland,1865.0,p,0.0021447721179624667,0.0010712354298312416,65,74,1990,1993
358,,Netherland,2301.0,p,0.01303780964797914,0.00236479918187677,75,84,1990,1993
359,male,Netherland,796.0,p,0.011306532663316585,0.003747477373029658,75,84,1990,1993
360,female,Netherland,1505.0,p,0.013953488372093023,0.003023582673301267,75,84,1990,1993
361,,Netherland,1006.0,p,0.036779324055666,0.005934249194017229,85,98,1990,1993
362,male,Netherland,191.0,p,0.026178010471204192,0.011552910886104452,85,98,1990,1993
363,female,Netherland,815.0,p,0.04049079754601227,0.0069043680368193645,85,98,1990,1993
364,,Finland,478.0,p,0.08158995815899582,0.012520530160300648,70,95,1991,1991
365,male,Finland,173.0,p,0.11560693641618495,0.02431036942682057,70,95,1991,1991
366,female,Finland,305.0,p,0.062295081967213124,0.013839170439687692,70,95,1991,1991
367,,Finland,478.0,p,0.03765690376569039,0.008707095813122491,70,95,1991,1991
368,male,Finland,173.0,p,0.05202312138728324,0.016883948704720278,70,95,1991,1991
369,female,Finland,305.0,p,0.02950819672131148,0.009689856627805986,70,95,1991,1991
370,,Finland,478.0,p,0.043933054393305436,0.009374020576451772,70,95,1991,1991
371,male,Finland,173.0,p,0.06358381502890173,0.018551741967547813,70,95,1991,1991
372,female,Finland,305.0,p,0.032786885245901634,0.010196737729964631,70,95,1991,1991
409,,Barbados,3344.0,p,0.005681818181818182,0.0012997900920852323,40,95,1995,1995
410,male,Barbados,1428.0,p,0.003501400560224089,0.0015631301540147008,40,95,1995,1995
411,female,Barbados,1916.0,p,0.0073068893528183704,0.0019457006188319914,40,95,1995,1995
412,,Barbados,1159.0,p,0.0043140638481449535,0.0019251419277506988,40,49,1995,1995
413,male,Barbados,525.0,p,0.0038095238095238095,0.002688604289312839,40,49,1995,1995
414,female,Barbados,634.0,p,0.00473186119873817,0.002725470088915709,40,49,1995,1995
415,,Barbados,964.0,p,0.007261410788381744,0.0027345724748242656,50,59,1995,1995
416,male,Barbados,393.0,p,0.002544529262086514,0.0025412898855190595,50,59,1995,1995
417,female,Barbados,571.0,p,0.010507880910683012,0.004267226415072849,50,59,1995,1995
418,,Barbados,769.0,p,0.003901170351105332,0.0022479440747191653,60,69,1995,1995
419,male,Barbados,304.0,p,0.003289473684210526,0.003284058909042872,60,69,1995,1995
420,female,Barbados,465.0,p,0.004301075268817204,0.0030347719690244795,60,69,1995,1995
421,,Barbados,400.0,p,0.01,0.0049749371855331,70,79,1995,1995
422,male,Barbados,176.0,p,0.005681818181818182,0.005665653659214955,70,79,1995,1995
423,female,Barbados,224.0,p,0.013392857142857142,0.007680415876600463,70,79,1995,1995
424,,Barbados,52.0,p,0.0,0.0,80,95,1995,1995
425,male,Barbados,30.0,p,0.0,0.0,80,95,1995,1995
426,female,Barbados,22.0,p,0.0,0.0,80,95,1995,1995
427,,Barbados,3336.0,p,0.0050959232613908894,0.0012327897759740198,40,95,1995,1995
428,male,Barbados,1424.0,p,0.002106741573033708,0.0012150458945932078,40,95,1995,1995
429,female,Barbados,1912.0,p,0.007322175732217573,0.001949756109998105,40,95,1995,1995
430,,Barbados,3344.0,p,0.0005980861244019139,0.0004227842668557465,40,95,1995,1995
431,male,Barbados,1428.0,p,0.0014005602240896359,0.000989651869564751,40,95,1995,1995
432,female,Barbados,1916.0,p,0.0,0.0,40,95,1995,1995
469,,Barbados,3344.0,p,0.005681818181818182,0.0012997900920852323,40,95,1995,1995
470,male,Barbados,1428.0,p,0.003501400560224089,0.0015631301540147008,40,95,1995,1995
471,female,Barbados,1916.0,p,0.0073068893528183704,0.0019457006188319914,40,95,1995,1995
472,,Barbados,1159.0,p,0.0043140638481449535,0.0019251419277506988,40,49,1995,1995
473,male,Barbados,525.0,p,0.0038095238095238095,0.002688604289312839,40,49,1995,1995
474,female,Barbados,634.0,p,0.00473186119873817,0.002725470088915709,40,49,1995,1995
475,,Barbados,964.0,p,0.007261410788381744,0.0027345724748242656,50,59,1995,1995
476,male,Barbados,393.0,p,0.002544529262086514,0.0025412898855190595,50,59,1995,1995
477,female,Barbados,571.0,p,0.010507880910683012,0.004267226415072849,50,59,1995,1995
478,,Barbados,769.0,p,0.003901170351105332,0.0022479440747191653,60,69,1995,1995
479,male,Barbados,304.0,p,0.003289473684210526,0.003284058909042872,60,69,1995,1995
480,female,Barbados,465.0,p,0.004301075268817204,0.0030347719690244795,60,69,1995,1995
481,,Barbados,400.0,p,0.01,0.0049749371855331,70,79,1995,1995
482,male,Barbados,176.0,p,0.005681818181818182,0.005665653659214955,70,79,1995,1995
483,female,Barbados,224.0,p,0.013392857142857142,0.007680415876600463,70,79,1995,1995
484,,Barbados,52.0,p,0.0,0.0,80,95,1995,1995
485,male,Barbados,30.0,p,0.0,0.0,80,95,1995,1995
486,female,Barbados,22.0,p,0.0,0.0,80,95,1995,1995
487,,Barbados,3336.0,p,0.0050959232613908894,0.0012327897759740198,40,95,1995,1995
488,male,Barbados,1424.0,p,0.002106741573033708,0.0012150458945932078,40,95,1995,1995
489,female,Barbados,1912.0,p,0.007322175732217573,0.001949756109998105,40,95,1995,1995
490,,Barbados,3344.0,p,0.0005980861244019139,0.0004227842668557465,40,95,1995,1995
491,male,Barbados,1428.0,p,0.0014005602240896359,0.000989651869564751,40,95,1995,1995
492,female,Barbados,1916.0,p,0.0,0.0,40,95,1995,1995
493,,Italy,368.0,p,0.010869565217391304,0.005405165044280658,60,89,1991,1991
494,male,Italy,162.0,p,0.006172839506172839,0.006153758040098203,60,89,1991,1991
495,female,Italy,206.0,p,0.014563106796116504,0.008346565690046373,60,89,1991,1991
496,,Italy,96.0,p,0.041666666666666664,0.020394687716095008,75,89,1991,1991
497,,Italy,368.0,p,0.005434782608695652,0.003832514551821501,60,89,1991,1991
