index,sex,area,effective_sample_size,data_type,value,standard_error,age_start,age_end,year_start,year_end
174,female,USA,95.0,p,0.03157894736842105,0.017941928973195586,70,79,1988,1990
175,,USA,135.0,p,0.05185185185185185,0.019083294480578685,80,95,1988,1990
176,male,USA,88.0,p,0.03409090909090909,0.01934399102383678,80,95,1988,1990
177,female,USA,47.0,p,0.0851063829787234,0.04070215806788415,80,95,1988,1990
178,,AUS,3654.0,p,0.019157088122605363,0.00226767183457714,49,95,1992,1993
179,male,AUS,1582.0,p,0.012642225031605562,0.00280896154602356,49,95,1992,1993
180,female,AUS,2072.0,p,0.02413127413127413,0.003371249935762704,49,95,1992,1993
181,,AUS,485.0,p,0.0,0.0,49,54,1992,1993
182,male,AUS,215.0,p,0.0,0.0,49,54,1992,1993
183,female,AUS,270.0,p,0.0,0.0,49,54,1992,1993
184,,AUS,1172.0,p,0.0008532423208191126,0.0008528782319095041,55,64,1992,1993
185,male,AUS,513.0,p,0.0,0.0,55,64,1992,1993
186,female,AUS,659.0,p,0.0015174506828528073,0.0015162989174626845,55,64,1992,1993
187,,AUS,1209.0,p,0.0066170388751033895,0.00233172347956087,65,74,1992,1993
188,male,AUS,513.0,p,0.005847953216374269,0.003366430615184081,65,74,1992,1993
189,female,AUS,659.0,p,0.009104704097116844,0.003700020190327717,65,74,1992,1993
190,,AUS,653.0,p,0.0995405819295559,0.011715897661176837,75,84,1992,1993
191,male,AUS,279.0,p,0.07885304659498207,0.016135097614995025,75,84,1992,1993
192,female,AUS,374.0,p,0.106951871657754,0.015980700995133948,75,84,1992,1993
193,,AUS,135.0,p,0.1851851851851852,0.033432256809201484,85,95,1992,1993
194,male,AUS,48.0,p,0.125,0.047735163489123336,85,95,1992,1993
195,female,AUS,87.0,p,0.2183908045977012,0.044294762548763904,85,95,1992,1993
196,,AUS,3654.0,p,0.019157088122605363,0.00226767183457714,49,95,1992,1993
197,male,AUS,1582.0,p,0.012642225031605562,0.00280896154602356,49,95,1992,1993
198,female,AUS,2072.0,p,0.02413127413127413,0.003371249935762704,49,95,1992,1993
199,,AUS,485.0,p,0.0,0.0,49,54,1992,1993
200,male,AUS,215.0,p,0.0,0.0,49,54,1992,1993
201,female,AUS,270.0,p,0.0,0.0,49,54,1992,1993
202,,AUS,1172.0,p,0.0008532423208191126,0.0008528782319095041,55,64,1992,1993
203,male,AUS,513.0,p,0.0,0.0,55,64,1992,1993
204,female,AUS,659.0,p,0.0015174506828528073,0.0015162989174626845,55,64,1992,1993
205,,AUS,1209.0,p,0.0066170388751033895,0.00233172347956087,65,74,1992,1993
206,male,AUS,513.0,p,0.005847953216374269,0.003366430615184081,65,74,1992,1993
207,female,AUS,659.0,p,0.009104704097116844,0.003700020190327717,65,74,1992,1993
208,,AUS,653.0,p,0.0995405819295559,0.011715897661176837,75,84,1992,1993
209,male,AUS,279.0,p,0.07885304659498207,0.016135097614995025,75,84,1992,1993
210,female,AUS,374.0,p,0.106951871657754,0.015980700995133948,75,84,1992,1993
211,,AUS,135.0,p,0.1851851851851852,0.033432256809201484,85,95,1992,1993
212,male,AUS,48.0,p,0.125,0.047735163489123336,85,95,1992,1993
213,female,AUS,87.0,p,0.2183908045977012,0.044294762548763904,85,95,1992,1993
244,,NLD,9774.0,p,0.0020462451401677922,0.00045708594932462665,55,98,1990,1993
245,male,NLD,3787.0,p,0.002904673884341167,0.0008745192581754108,55,98,1990,1993
246,female,NLD,5987.0,p,0.001002171371304493,0.0004089296861306797,55,98,1990,1993
247,,NLD,3220.0,p,0.008074534161490683,0.0015771402750136285,55,64,1990,1993
248,male,NLD,1418.0,p,0.00916784203102962,0.0025310195049627546,55,64,1990,1993
249,female,NLD,1802.0,p,0.006104328523862375,0.0018348981193210946,55,64,1990,1993
250,,NLD,3247.0,p,0.008007391438250694,0.0015640787061843482,65,74,1990,1993
251,male,NLD,1382.0,p,0.008683068017366137,0.0024956796746527037,65,74,1990,1993
252,female,NLD,1865.0,p,0.005898123324396783,0.0017730988709728046,65,74,1990,1993
253,,NLD,2301.0,p,0.036940460669274235,0.0039320534512750005,75,84,1990,1993
254,male,NLD,796.0,p,0.035175879396984924,0.006529651820466749,75,84,1990,1993
255,female,NLD,1505.0,p,0.037873754152823916,0.004920587498294184,75,84,1990,1993
256,,NLD,1006.0,p,0.11033797216699799,0.009878159537584566,85,98,1990,1993
257,male,NLD,191.0,p,0.09424083769633508,0.021140207863603842,85,98,1990,1993
258,female,NLD,815.0,p,0.11533742331288345,0.01118909976238258,85,98,1990,1993
259,,NLD,9774.0,p,0.011049723756906077,0.0010573694808971039,55,98,1990,1993
260,male,NLD,3787.0,p,0.007921837866385001,0.0014405829394704955,55,98,1990,1993
261,female,NLD,5987.0,p,0.012026056455653921,0.0014087363970862635,55,98,1990,1993
262,,NLD,3220.0,p,0.0009316770186335405,0.0005376533427275561,55,64,1990,1993
263,male,NLD,1418.0,p,0.0007052186177715093,0.0007049699072655301,55,64,1990,1993
264,female,NLD,1802.0,p,0.0011098779134295226,0.0007843665606518512,55,64,1990,1993
265,,NLD,3247.0,p,0.004003695719125347,0.0011082002683795316,65,74,1990,1993
266,male,NLD,1382.0,p,0.0028943560057887122,0.0014450821610952859,65,74,1990,1993
267,female,NLD,1865.0,p,0.00482573726541555,0.0016046931045920665,65,74,1990,1993
268,,NLD,2301.0,p,0.023902651021295088,0.003184280319639181,75,84,1990,1993
269,male,NLD,796.0,p,0.02386934673366834,0.0054102546661858025,75,84,1990,1993
270,female,NLD,1505.0,p,0.023920265780730896,0.003938740769287553,75,84,1990,1993
271,,NLD,1006.0,p,0.073558648111332,0.008230511858121896,85,98,1990,1993
272,male,NLD,191.0,p,0.06806282722513089,0.01822349308980016,85,98,1990,1993
273,female,NLD,815.0,p,0.07484662576687116,0.009217521883157359,85,98,1990,1993
274,,NLD,9774.0,p,0.006036423163494987,0.0007834998294177133,55,98,1990,1993
275,male,NLD,3787.0,p,0.006073409030895168,0.0012625418062072536,55,98,1990,1993
276,female,NLD,5987.0,p,0.0060130282278269605,0.000999153785885867,55,98,1990,1993
277,,NLD,3220.0,p,0.0009316770186335405,0.0005376533427275561,55,64,1990,1993
278,male,NLD,1418.0,p,0.002115655853314528,0.001220181682472075,55,64,1990,1993
279,female,NLD,1802.0,p,0.0,0.0,55,64,1990,1993
280,,NLD,3247.0,p,0.004003695719125347,0.0011082002683795316,65,74,1990,1993
281,male,NLD,1382.0,p,0.005788712011577425,0.00204068651809647,65,74,1990,1993
282,female,NLD,1865.0,p,0.0021447721179624667,0.0010712354298312416,65,74,1990,1993
283,,NLD,2301.0,p,0.01303780964797914,0.00236479918187677,75,84,1990,1993
284,male,NLD,796.0,p,0.011306532663316585,0.003747477373029658,75,84,1990,1993
285,female,NLD,1505.0,p,0.013953488372093023,0.003023582673301267,75,84,1990,1993
286,,NLD,1006.0,p,0.036779324055666,0.005934249194017229,85,98,1990,1993
287,male,NLD,191.0,p,0.026178010471204192,0.011552910886104452,85,98,1990,1993
288,female,NLD,815.0,p,0.04049079754601227,0.0069043680368193645,85,98,1990,1993
319,,NLD,9774.0,p,0.0020462451401677922,0.00045708594932462665,55,98,1990,1993
320,male,NLD,3787.0,p,0.002904673884341167,0.0008745192581754108,55,98,1990,1993
321,female,NLD,5987.0,p,0.001002171371304493,0.0004089296861306797,55,98,1990,1993
322,,NLD,3220.0,p,0.008074534161490683,0.0015771402750136285,55,64,1990,1993
323,male,NLD,1418.0,p,0.00916784203102962,0.0025310195049627546,55,64,1990,1993
324,female,NLD,1802.0,p,0.006104328523862375,0.0018348981193210946,55,64,1990,1993
325,,NLD,3247.0,p,0.008007391438250694,0.0015640787061843482,65,74,1990,1993
326,male,NLD,1382.0,p,0.008683068017366137,0.0024956796746527037,65,74,1990,1993
327,female,NLD,1865.0,p,0.005898123324396783,0.0017730988709728046,65,74,1990,1993
328,,NLD,2301.0,p,0.036940460669274235,0.0039320534512750005,75,84,1990,1993
329,male,NLD,796.0,p,0.035175879396984924,0.006529651820466749,75,84,1990,1993
330,female,NLD,1505.0,p,0.037873754152823916,0.004920587498294184,75,84,1990,1993
331,,NLD,1006.0,p,0.11033797216699799,0.009878159537584566,85,98,1990,1993
332,male,NLD,191.0,p,0.09424083769633508,0.021140207863603842,85,98,1990,1993
333,female,NLD,815.0,p,0.11533742331288345,0.01118909976238258,85,98,1990,1993
334,,NLD,9774.0,p,0.011049723756906077,0.0010573694808971039,55,98,1990,1993
335,male,NLD,3787.0,p,0.007921837866385001,0.0014405829394704955,55,98,1990,1993
336,female,NLD,5987.0,p,0.012026056455653921,0.0014087363970862635,55,98,1990,1993
337,,NLD,3220.0,p,0.0009316770186335405,0.0005376533427275561,55,64,1990,1993
338,male,NLD,1418.0,p,0.0007052186177715093,0.0007049699072655301,55,64,1990,1993
339,female,NLD,1802.0,p,0.0011098779134295226,0.0007843665606518512,55,64,1990,1993
340,,NLD,3247.0,p,0.004003695719125347,0.0011082002683795316,65,74,1990,1993
341,male,NLD,1382.0,p,0.0028943560057887122,0.0014450821610952859,65,74,1990,1993
342,female,NLD,1865.0,p,0.00482573726541555,0.0016046931045920665,65,74,1990,1993
343,,NLD,2301.0,p,0.023902651021295088,0.003184280319639181,75,84,1990,1993
344,male,NLD,796.0,p,0.02386934673366834,0.0054102546661858025,75,84,1990,1993
345,female,NLD,1505.0,p,0.023920265780730896,0.003938740769287553,75,84,1990,1993
346,,NLD,1006.0,p,0.073558648111332,0.008230511858121896,85,98,1990,1993
347,male,NLD,191.0,p,0.06806282722513089,0.01822349308980016,85,98,1990,1993
348,female,NLD,815.0,p,0.07484662576687116,0.009217521883157359,85,98,1990,1993
349,,NLD,9774.0,p,0.006036423163494987,0.0007834998294177133,55,98,1990,1993
350,male,NLD,3787.0,p,0.006073409030895168,0.0012625418062072536,55,98,1990,1993
351,female,NLD,5987.0,p,0.0060130282278269605,0.000999153785885867,55,98,1990,1993
352,,NLD,3220.0,p,0.0009316770186335405,0.0005376533427275561,55,64,1990,1993
353,male,NLD,1418.0,p,0.002115655853314528,0.001220181682472075,55,64,1990,1993
354,female,NLD,1802.0,p,0.0,0.0,55,64,1990,1993
355,,NLD,3247.0,p,0.004003695719125347,0.0011082002683795316,65,74,1990,1993
356,male,NLD,1382.0,p,0.005788712011577425,0.00204068651809647,65,74,1990,1993
357,female,NLD,1865.0,p,0.0021447721179624667,0.0010712354298312416,65,74,1990,1993
358,,NLD,2301.0,p,0.01303780964797914,0.00236479918187677,75,84,1990,1993
359,male,NLD,796.0,p,0.011306532663316585,0.003747477373029658,75,84,1990,1993
360,female,NLD,1505.0,p,0.013953488372093023,0.003023582673301267,75,84,1990,1993
361,,NLD,1006.0,p,0.036779324055666,0.005934249194017229,85,98,1990,1993
362,male,NLD,191.0,p,0.026178010471204192,0.011552910886104452,85,98,1990,1993
363,female,NLD,815.0,p,0.04049079754601227,0.0069043680368193645,85,98,1990,1993
364,,FIN,478.0,p,0.08158995815899582,0.012520530160300648,70,95,1991,1991
365,male,FIN,173.0,p,0.11560693641618495,0.02431036942682057,70,95,1991,1991
366,female,FIN,305.0,p,0.062295081967213124,0.013839170439687692,70,95,1991,1991
367,,FIN,478.0,p,0.037656903765690385,0.008707095813122491,70,95,1991,1991
368,male,FIN,173.0,p,0.05202312138728324,0.016883948704720278,70,95,1991,1991
369,female,FIN,305.0,p,0.02950819672131148,0.009689856627805986,70,95,1991,1991
370,,FIN,478.0,p,0.043933054393305436,0.009374020576451772,70,95,1991,1991
371,male,FIN,173.0,p,0.06358381502890173,0.018551741967547813,70,95,1991,1991
372,female,FIN,305.0,p,0.032786885245901634,0.010196737729964631,70,95,1991,1991
409,,BRB,3344.0,p,0.005681818181818182,0.0012997900920852323,40,95,1995,1995
410,male,BRB,1428.0,p,0.003501400560224089,0.0015631301540147008,40,95,1995,1995
411,female,BRB,1916.0,p,0.0073068893528183704,0.0019457006188319914,40,95,1995,1995
412,,BRB,1159.0,p,0.0043140638481449535,0.0019251419277506988,40,49,1995,1995
413,male,BRB,525.0,p,0.0038095238095238095,0.002688604289312839,40,49,1995,1995
414,female,BRB,634.0,p,0.00473186119873817,0.002725470088915709,40,49,1995,1995
415,,BRB,964.0,p,0.007261410788381744,0.0027345724748242656,50,59,1995,1995
416,male,BRB,393.0,p,0.002544529262086514,0.0025412898855190595,50,59,1995,1995
417,female,BRB,571.0,p,0.010507880910683012,0.004267226415072849,50,59,1995,1995
418,,BRB,769.0,p,0.003901170351105332,0.0022479440747191653,60,69,1995,1995
419,male,BRB,304.0,p,0.003289473684210526,0.003284058909042872,60,69,1995,1995
420,female,BRB,465.0,p,0.004301075268817204,0.0030347719690244795,60,69,1995,1995
421,,BRB,400.0,p,0.01,0.0049749371855331,70,79,1995,1995
422,male,BRB,176.0,p,0.005681818181818182,0.005665653659214955,70,79,1995,1995
423,female,BRB,224.0,p,0.013392857142857142,0.007680415876600463,70,79,1995,1995
424,,BRB,52.0,p,0.0,0.0,80,95,1995,1995
425,male,BRB,30.0,p,0.0,0.0,80,95,1995,1995
426,female,BRB,22.0,p,0.0,0.0,80,95,1995,1995
427,,BRB,3336.0,p,0.0050959232613908894,0.0012327897759740198,40,95,1995,1995
428,male,BRB,1424.0,p,0.002106741573033708,0.0012150458945932078,40,95,1995,1995
429,female,BRB,1912.0,p,0.007322175732217573,0.001949756109998105,40,95,1995,1995
430,,BRB,3344.0,p,0.0005980861244019139,0.0004227842668557465,40,95,1995,1995
431,male,BRB,1428.0,p,0.0014005602240896359,0.000989651869564751,40,95,1995,1995
432,female,BRB,1916.0,p,0.0,0.0,40,95,1995,1995
469,,BRB,3344.0,p,0.005681818181818182,0.0012997900920852323,40,95,1995,1995
470,male,BRB,1428.0,p,0.003501400560224089,0.0015631301540147008,40,95,1995,1995
471,female,BRB,1916.0,p,0.0073068893528183704,0.0019457006188319914,40,95,1995,1995
472,,BRB,1159.0,p,0.0043140638481449535,0.0019251419277506988,40,49,1995,1995
473,male,BRB,525.0,p,0.0038095238095238095,0.002688604289312839,40,49,1995,1995
474,female,BRB,634.0,p,0.00473186119873817,0.002725470088915709,40,49,1995,1995
475,,BRB,964.0,p,0.007261410788381744,0.0027345724748242656,50,59,1995,1995
476,male,BRB,393.0,p,0.002544529262086514,0.0025412898855190595,50,59,1995,1995
477,female,BRB,571.0,p,0.010507880910683012,0.004267226415072849,50,59,1995,1995
478,,BRB,769.0,p,0.003901170351105332,0.0022479440747191653,60,69,1995,1995
479,male,BRB,304.0,p,0.003289473684210526,0.003284058909042872,60,69,1995,1995
480,female,BRB,465.0,p,0.004301075268817204,0.0030347719690244795,60,69,1995,1995
481,,BRB,400.0,p,0.01,0.0049749371855331,70,79,1995,1995
482,male,BRB,176.0,p,0.005681818181818182,0.005665653659214955,70,79,1995,1995
483,female,BRB,224.0,p,0.013392857142857142,0.007680415876600463,70,79,1995,1995
484,,BRB,52.0,p,0.0,0.0,80,95,1995,1995
485,male,BRB,30.0,p,0.0,0.0,80,95,1995,1995
486,female,BRB,22.0,p,0.0,0.0,80,95,1995,1995
487,,BRB,3336.0,p,0.0050959232613908894,0.0012327897759740198,40,95,1995,1995
488,male,BRB,1424.0,p,0.002106741573033708,0.0012150458945932078,40,95,1995,1995
489,female,BRB,1912.0,p,0.007322175732217573,0.001949756109998105,40,95,1995,1995
490,,BRB,3344.0,p,0.0005980861244019139,0.0004227842668557465,40,95,1995,1995
491,male,BRB,1428.0,p,0.0014005602240896359,0.000989651869564751,40,95,1995,1995
492,female,BRB,1916.0,p,0.0,0.0,40,95,1995,1995
493,,ITA,368.0,p,0.010869565217391304,0.005405165044280658,60,89,1991,1991
494,male,ITA,162.0,p,0.006172839506172839,0.006153758040098203,60,89,1991,1991
495,female,ITA,206.0,p,0.014563106796116504,0.008346565690046373,60,89,1991,1991
496,,ITA,96.0,p,0.04166666666666666,0.020394687716095008,75,89,1991,1991
497,,ITA,368.0,p,0.005434782608695652,0.003832514551821501,60,89,1991,1991
498,,ITA,96.0,p,0.02083333333333333,0.014577131617835647,75,89,1991,1991
499,,ITA,368.0,p,0.005434782608695652,0.003832514551821501,60,89,1991,1991
500,,ITA,96.0,p,0.02083333333333333,0.014577131617835647,75,89,1991,1991
501,,ITA,368.0,p,0.010869565217391304,0.005405165044280658,60,89,1991,1991
